Date,Unnamed: 0,tmax,tmin,prcp
1984-01-25,42027,47.0,36.0,0.0
1984-01-26,42028,49.0,37.0,0.0
1984-01-27,42029,57.0,35.0,0.0
1984-01-28,42030,37.0,27.0,0.0
1984-01-29,42031,33.0,30.0,0.01
1984-01-30,42032,41.0,29.0,0.16
1984-01-31,42033,36.0,21.0,0.04
1984-02-01,42034,28.0,17.0,0.0
1984-02-02,42035,40.0,19.0,0.0
1984-02-03,42036,51.0,36.0,0.07
1984-02-04,42037,51.0,38.0,0.09
1984-02-05,42038,38.0,34.0,0.54
1984-02-06,42039,42.0,32.0,0.0
1984-02-07,42040,32.0,21.0,0.0
1984-02-08,42041,32.0,19.0,0.0
1984-02-09,42042,41.0,27.0,0.0
1984-02-10,42043,47.0,30.0,0.0
1984-02-11,42044,52.0,42.0,0.27
1984-02-12,42045,57.0,44.0,0.0
1984-02-13,42046,45.0,36.0,0.0
1984-02-14,42047,57.0,37.0,0.03
1984-02-15,42048,58.0,49.0,1.73
1984-02-16,42049,49.0,43.0,0.08
1984-02-17,42050,45.0,42.0,0.0
1984-02-18,42051,55.0,42.0,0.0
1984-02-19,42052,46.0,41.0,0.05
1984-02-20,42053,52.0,42.0,0.0
1984-02-21,42054,48.0,37.0,0.01
1984-02-22,42055,52.0,33.0,0.0
1984-02-23,42056,53.0,39.0,0.71
1984-02-24,42057,63.0,46.0,0.23
1984-02-25,42058,57.0,36.0,0.03
1984-02-26,42059,41.0,29.0,0.0
1984-02-27,42060,38.0,27.0,0.0
1984-02-28,42061,46.0,34.0,1.02
1984-02-29,42062,42.0,26.0,0.0
1984-03-01,42063,31.0,21.0,0.0
1984-03-02,42064,38.0,25.0,0.0
1984-03-03,42065,36.0,25.0,0.0
1984-03-04,42066,40.0,24.0,0.0
1984-03-05,42067,43.0,33.0,0.71
1984-03-06,42068,44.0,37.0,0.06
1984-03-07,42069,40.0,24.0,0.0
1984-03-08,42070,30.0,18.0,0.1
1984-03-09,42071,32.0,18.0,0.29
1984-03-10,42072,30.0,13.0,0.0
1984-03-11,42073,40.0,19.0,0.0
1984-03-12,42074,30.0,16.0,0.0
1984-03-13,42075,35.0,24.0,2.31
1984-03-14,42076,42.0,33.0,0.09
1984-03-15,42077,53.0,27.0,0.0
1984-03-16,42078,54.0,38.0,0.03
1984-03-17,42079,44.0,35.0,0.0
1984-03-18,42080,46.0,32.0,0.0
1984-03-19,42081,49.0,36.0,0.0
1984-03-20,42082,58.0,39.0,0.0
1984-03-21,42083,51.0,40.0,0.05
1984-03-22,42084,52.0,42.0,0.0
1984-03-23,42085,45.0,35.0,0.01
1984-03-24,42086,52.0,33.0,0.0
1984-03-25,42087,43.0,40.0,0.04
1984-03-26,42088,52.0,35.0,0.0
1984-03-27,42089,52.0,34.0,0.0
1984-03-28,42090,43.0,34.0,0.57
1984-03-29,42091,36.0,34.0,2.03
1984-03-30,42092,44.0,35.0,0.01
1984-03-31,42093,54.0,35.0,0.0
1984-04-01,42094,58.0,38.0,0.0
1984-04-02,42095,59.0,41.0,0.0
1984-04-03,42096,63.0,45.0,0.0
1984-04-04,42097,53.0,43.0,1.61
1984-04-05,42098,56.0,49.0,2.76
1984-04-06,42099,57.0,45.0,0.0
1984-04-07,42100,51.0,40.0,0.0
1984-04-08,42101,54.0,39.0,0.0
1984-04-09,42102,58.0,35.0,0.0
1984-04-10,42103,58.0,35.0,0.0
1984-04-11,42104,64.0,39.0,0.0
1984-04-12,42105,68.0,45.0,0.0
1984-04-13,42106,57.0,45.0,0.02
1984-04-14,42107,47.0,42.0,0.78
1984-04-15,42108,48.0,43.0,0.3
1984-04-16,42109,57.0,43.0,0.71
1984-04-17,42110,66.0,50.0,0.05
1984-04-18,42111,66.0,48.0,0.05
1984-04-19,42112,53.0,47.0,0.0
1984-04-20,42113,60.0,46.0,0.0
1984-04-21,42114,60.0,43.0,0.0
1984-04-22,42115,56.0,36.0,0.0
1984-04-23,42116,46.0,40.0,0.34
1984-04-24,42117,54.0,45.0,0.0
1984-04-25,42118,55.0,49.0,0.0
1984-04-26,42119,73.0,46.0,0.0
1984-04-27,42120,68.0,49.0,0.0
1984-04-28,42121,69.0,48.0,0.0
1984-04-29,42122,78.0,55.0,0.0
1984-04-30,42123,74.0,58.0,0.0
1984-05-01,42124,68.0,56.0,0.0
1984-05-02,42125,66.0,50.0,0.0
1984-05-03,42126,59.0,49.0,0.86
1984-05-04,42127,74.0,52.0,0.96
1984-05-05,42128,69.0,53.0,0.0
1984-05-06,42129,69.0,53.0,0.0
1984-05-07,42130,69.0,53.0,0.0
1984-05-08,42131,69.0,55.0,0.48
1984-05-09,42132,63.0,52.0,0.0
1984-05-10,42133,66.0,48.0,0.0
1984-05-11,42134,71.0,54.0,0.0
1984-05-12,42135,70.0,54.0,0.21
1984-05-13,42136,75.0,53.0,0.17
1984-05-14,42137,60.0,50.0,0.01
1984-05-15,42138,61.0,46.0,0.0
1984-05-16,42139,55.0,44.0,0.01
1984-05-17,42140,66.0,43.0,0.0
1984-05-18,42141,63.0,49.0,0.0
1984-05-19,42142,74.0,53.0,0.01
1984-05-20,42143,77.0,57.0,0.81
1984-05-21,42144,78.0,55.0,0.01
1984-05-22,42145,76.0,61.0,0.0
1984-05-23,42146,81.0,62.0,0.67
1984-05-24,42147,78.0,58.0,0.0
1984-05-25,42148,81.0,61.0,0.0
1984-05-26,42149,85.0,66.0,0.13
1984-05-27,42150,75.0,63.0,0.0
1984-05-28,42151,64.0,56.0,1.15
1984-05-29,42152,68.0,56.0,1.43
1984-05-30,42153,65.0,54.0,2.19
1984-05-31,42154,61.0,50.0,0.64
1984-06-01,42155,72.0,49.0,0.02
1984-06-02,42156,73.0,54.0,0.22
1984-06-03,42157,66.0,56.0,0.0
1984-06-04,42158,84.0,58.0,0.0
1984-06-05,42159,87.0,65.0,0.0
1984-06-06,42160,85.0,69.0,0.0
1984-06-07,42161,92.0,72.0,0.0
1984-06-08,42162,94.0,77.0,0.0
1984-06-09,42163,96.0,77.0,0.0
1984-06-10,42164,95.0,79.0,0.0
1984-06-11,42165,94.0,78.0,0.0
1984-06-12,42166,84.0,69.0,0.0
1984-06-13,42167,94.0,72.0,0.31
1984-06-14,42168,85.0,70.0,0.14
1984-06-15,42169,73.0,63.0,0.0
1984-06-16,42170,75.0,58.0,0.0
1984-06-17,42171,71.0,64.0,0.05
1984-06-18,42172,73.0,65.0,0.06
1984-06-19,42173,89.0,68.0,0.16
1984-06-20,42174,84.0,67.0,0.0
1984-06-21,42175,82.0,65.0,0.0
1984-06-22,42176,83.0,63.0,0.0
1984-06-23,42177,83.0,67.0,0.0
1984-06-24,42178,76.0,66.0,1.46
1984-06-25,42179,84.0,66.0,0.06
1984-06-26,42180,79.0,64.0,0.0
1984-06-27,42181,85.0,63.0,0.0
1984-06-28,42182,84.0,69.0,0.21
1984-06-29,42183,83.0,70.0,0.0
1984-06-30,42184,73.0,68.0,3.07
1984-07-01,42185,71.0,68.0,0.64
1984-07-02,42186,84.0,68.0,0.0
1984-07-03,42187,83.0,69.0,0.3
1984-07-04,42188,84.0,71.0,0.01
1984-07-05,42189,88.0,70.0,0.42
1984-07-06,42190,78.0,70.0,0.01
1984-07-07,42191,75.0,67.0,3.13
1984-07-08,42192,76.0,61.0,0.0
1984-07-09,42193,75.0,59.0,0.0
1984-07-10,42194,78.0,65.0,0.0
1984-07-11,42195,84.0,71.0,0.21
1984-07-12,42196,86.0,72.0,0.0
1984-07-13,42197,89.0,72.0,0.0
1984-07-14,42198,91.0,74.0,0.0
1984-07-15,42199,88.0,75.0,0.0
1984-07-16,42200,86.0,74.0,0.09
1984-07-17,42201,83.0,71.0,0.0
1984-07-18,42202,76.0,68.0,0.5
1984-07-19,42203,81.0,65.0,0.0
1984-07-20,42204,83.0,67.0,0.0
1984-07-21,42205,73.0,68.0,0.52
1984-07-22,42206,83.0,68.0,0.0
1984-07-23,42207,85.0,71.0,0.0
1984-07-24,42208,87.0,74.0,0.01
1984-07-25,42209,81.0,67.0,0.0
1984-07-26,42210,81.0,65.0,0.0
1984-07-27,42211,73.0,63.0,1.19
1984-07-28,42212,75.0,63.0,0.0
1984-07-29,42213,81.0,64.0,0.0
1984-07-30,42214,75.0,67.0,0.0
1984-07-31,42215,84.0,66.0,0.0
1984-08-01,42216,88.0,70.0,0.0
1984-08-02,42217,88.0,76.0,0.01
1984-08-03,42218,87.0,74.0,0.37
1984-08-04,42219,89.0,73.0,0.0
1984-08-05,42220,78.0,72.0,0.08
1984-08-06,42221,89.0,71.0,0.0
1984-08-07,42222,88.0,73.0,0.06
1984-08-08,42223,90.0,73.0,0.0
1984-08-09,42224,80.0,74.0,0.0
1984-08-10,42225,80.0,72.0,0.0
1984-08-11,42226,80.0,70.0,0.06
1984-08-12,42227,79.0,72.0,0.01
1984-08-13,42228,83.0,73.0,0.0
1984-08-14,42229,89.0,73.0,0.0
1984-08-15,42230,90.0,75.0,0.0
1984-08-16,42231,92.0,73.0,0.0
1984-08-17,42232,87.0,69.0,0.0
1984-08-18,42233,82.0,65.0,0.0
1984-08-19,42234,77.0,69.0,0.04
1984-08-20,42235,78.0,63.0,0.14
1984-08-21,42236,79.0,60.0,0.0
1984-08-22,42237,82.0,63.0,0.0
1984-08-23,42238,80.0,66.0,0.31
1984-08-24,42239,77.0,64.0,0.0
1984-08-25,42240,81.0,66.0,0.0
1984-08-26,42241,84.0,65.0,0.0
1984-08-27,42242,81.0,65.0,0.0
1984-08-28,42243,81.0,69.0,0.0
1984-08-29,42244,82.0,72.0,0.0
1984-08-30,42245,84.0,72.0,0.0
1984-08-31,42246,86.0,68.0,0.3
1984-09-01,42247,78.0,63.0,0.0
1984-09-02,42248,80.0,64.0,0.0
1984-09-03,42249,84.0,66.0,1.2
1984-09-04,42250,66.0,61.0,0.21
1984-09-05,42251,72.0,56.0,0.0
1984-09-06,42252,69.0,53.0,0.0
1984-09-07,42253,72.0,51.0,0.0
1984-09-08,42254,75.0,55.0,0.0
1984-09-09,42255,75.0,59.0,0.0
1984-09-10,42256,80.0,65.0,0.0
1984-09-11,42257,83.0,68.0,0.0
1984-09-12,42258,78.0,64.0,0.0
1984-09-13,42259,75.0,60.0,0.0
1984-09-14,42260,82.0,65.0,0.2
1984-09-15,42261,65.0,52.0,0.45
1984-09-16,42262,65.0,48.0,0.0
1984-09-17,42263,69.0,52.0,0.0
1984-09-18,42264,72.0,51.0,0.0
1984-09-19,42265,77.0,54.0,0.0
1984-09-20,42266,82.0,60.0,0.0
1984-09-21,42267,76.0,61.0,0.0
1984-09-22,42268,76.0,55.0,0.0
1984-09-23,42269,82.0,63.0,0.0
1984-09-24,42270,83.0,69.0,0.01
1984-09-25,42271,86.0,69.0,0.0
1984-09-26,42272,76.0,52.0,0.03
1984-09-27,42273,58.0,48.0,0.03
1984-09-28,42274,53.0,44.0,0.38
1984-09-29,42275,66.0,53.0,0.0
1984-09-30,42276,66.0,53.0,0.0
1984-10-01,42277,58.0,51.0,0.65
1984-10-02,42278,59.0,48.0,0.13
1984-10-03,42279,66.0,45.0,0.0
1984-10-04,42280,66.0,53.0,0.0
1984-10-05,42281,66.0,49.0,0.0
1984-10-06,42282,60.0,41.0,0.0
1984-10-07,42283,66.0,45.0,0.0
1984-10-08,42284,67.0,54.0,0.0
1984-10-09,42285,75.0,58.0,0.01
1984-10-10,42286,65.0,58.0,0.0
1984-10-11,42287,74.0,59.0,0.0
1984-10-12,42288,71.0,57.0,0.0
1984-10-13,42289,67.0,56.0,0.0
1984-10-14,42290,67.0,55.0,0.0
1984-10-15,42291,73.0,54.0,0.0
1984-10-16,42292,74.0,54.0,0.0
1984-10-17,42293,72.0,54.0,0.0
1984-10-18,42294,69.0,60.0,0.0
1984-10-19,42295,72.0,59.0,0.05
1984-10-20,42296,76.0,65.0,0.03
1984-10-21,42297,70.0,62.0,0.0
1984-10-22,42298,77.0,62.0,1.45
1984-10-23,42299,65.0,55.0,0.09
1984-10-24,42300,57.0,52.0,0.06
1984-10-25,42301,68.0,52.0,0.0
1984-10-26,42302,69.0,58.0,0.26
1984-10-27,42303,63.0,58.0,0.0
1984-10-28,42304,79.0,62.0,0.88
1984-10-29,42305,74.0,61.0,0.02
1984-10-30,42306,66.0,53.0,0.0
1984-10-31,42307,72.0,57.0,0.0
1984-11-01,42308,63.0,54.0,0.0
1984-11-02,42309,66.0,39.0,0.04
1984-11-03,42310,49.0,37.0,0.0
1984-11-04,42311,58.0,44.0,0.0
1984-11-05,42312,69.0,58.0,1.94
1984-11-06,42313,59.0,42.0,0.0
1984-11-07,42314,50.0,38.0,0.0
1984-11-08,42315,50.0,36.0,0.0
1984-11-09,42316,60.0,43.0,0.0
1984-11-10,42317,68.0,54.0,0.0
1984-11-11,42318,66.0,55.0,1.27
1984-11-12,42319,55.0,38.0,0.01
1984-11-13,42320,41.0,37.0,0.0
1984-11-14,42321,54.0,36.0,0.0
1984-11-15,42322,56.0,38.0,0.01
1984-11-16,42323,58.0,41.0,0.0
1984-11-17,42324,48.0,36.0,0.0
1984-11-18,42325,48.0,39.0,0.08
1984-11-19,42326,42.0,29.0,0.0
1984-11-20,42327,38.0,25.0,0.0
1984-11-21,42328,43.0,30.0,0.0
1984-11-22,42329,42.0,28.0,0.0
1984-11-23,42330,49.0,32.0,0.0
1984-11-24,42331,51.0,37.0,0.0
1984-11-25,42332,53.0,39.0,0.0
1984-11-26,42333,60.0,41.0,0.0
1984-11-27,42334,61.0,44.0,0.0
1984-11-28,42335,64.0,49.0,0.01
1984-11-29,42336,63.0,40.0,0.71
1984-11-30,42337,53.0,38.0,0.0
1984-12-01,42338,57.0,43.0,0.01
1984-12-02,42339,48.0,40.0,0.0
1984-12-03,42340,52.0,40.0,0.35
1984-12-04,42341,42.0,34.0,0.0
1984-12-05,42342,39.0,33.0,0.28
1984-12-06,42343,43.0,33.0,0.96
1984-12-07,42344,34.0,25.0,0.0
1984-12-08,42345,41.0,26.0,0.0
1984-12-09,42346,50.0,36.0,0.0
1984-12-10,42347,54.0,42.0,0.0
1984-12-11,42348,51.0,43.0,0.0
1984-12-12,42349,49.0,42.0,0.0
1984-12-13,42350,63.0,46.0,0.0
1984-12-14,42351,54.0,39.0,0.02
1984-12-15,42352,42.0,36.0,0.04
1984-12-16,42353,48.0,39.0,0.0
1984-12-17,42354,61.0,48.0,0.0
1984-12-18,42355,63.0,43.0,0.0
1984-12-19,42356,47.0,38.0,0.13
1984-12-20,42357,51.0,39.0,0.0
1984-12-21,42358,46.0,36.0,0.5
1984-12-22,42359,60.0,43.0,0.1
1984-12-23,42360,45.0,35.0,0.0
1984-12-24,42361,50.0,36.0,0.06
1984-12-25,42362,47.0,29.0,0.01
1984-12-26,42363,42.0,27.0,0.0
1984-12-27,42364,35.0,29.0,0.7
1984-12-28,42365,56.0,30.0,0.05
1984-12-29,42366,70.0,55.0,0.0
1984-12-30,42367,65.0,40.0,0.0
1984-12-31,42368,44.0,36.0,0.05
1985-01-01,42369,57.0,40.0,0.03
1985-01-02,42370,58.0,36.0,0.2
1985-01-03,42371,36.0,29.0,0.0
1985-01-04,42372,34.0,28.0,0.08
1985-01-05,42373,36.0,26.0,0.21
1985-01-06,42374,40.0,26.0,0.0
1985-01-07,42375,45.0,36.0,0.0
1985-01-08,42376,38.0,18.0,0.0
1985-01-09,42377,25.0,16.0,0.0
1985-01-10,42378,29.0,18.0,0.0
1985-01-11,42379,26.0,21.0,0.05
1985-01-12,42380,33.0,21.0,0.0
1985-01-13,42381,36.0,27.0,0.0
1985-01-14,42382,45.0,29.0,0.0
1985-01-15,42383,36.0,17.0,0.02
1985-01-16,42384,26.0,13.0,0.0
1985-01-17,42385,31.0,22.0,0.3
1985-01-18,42386,34.0,28.0,0.0
1985-01-19,42387,34.0,23.0,0.02
1985-01-20,42388,23.0,4.0,0.02
1985-01-21,42389,9.0,-2.0,0.0
1985-01-22,42390,31.0,9.0,0.0
1985-01-23,42391,29.0,25.0,0.0
1985-01-24,42392,37.0,27.0,0.0
1985-01-25,42393,38.0,32.0,0.0
1985-01-26,42394,32.0,21.0,0.0
1985-01-27,42395,32.0,19.0,0.0
1985-01-28,42396,41.0,26.0,0.0
1985-01-29,42397,37.0,26.0,0.0
1985-01-30,42398,34.0,24.0,0.0
1985-01-31,42399,32.0,27.0,0.07
1985-02-01,42400,37.0,32.0,0.39
1985-02-02,42401,35.0,25.0,0.5
1985-02-03,42402,30.0,19.0,0.0
1985-02-04,42403,33.0,17.0,0.0
1985-02-05,42404,28.0,23.0,0.23
1985-02-06,42405,28.0,24.0,0.17
1985-02-07,42406,30.0,20.0,0.0
1985-02-08,42407,23.0,14.0,0.0
1985-02-09,42408,31.0,18.0,0.0
1985-02-10,42409,43.0,22.0,0.0
1985-02-11,42410,41.0,28.0,0.0
1985-02-12,42411,47.0,35.0,1.09
1985-02-13,42412,38.0,33.0,0.0
1985-02-14,42413,37.0,29.0,0.0
1985-02-15,42414,37.0,28.0,0.0
1985-02-16,42415,35.0,23.0,0.0
1985-02-17,42416,44.0,30.0,0.0
1985-02-18,42417,47.0,34.0,0.0
1985-02-19,42418,51.0,37.0,0.0
1985-02-20,42419,46.0,29.0,0.0
1985-02-21,42420,46.0,33.0,0.0
1985-02-22,42421,62.0,42.0,0.0
1985-02-23,42422,70.0,55.0,0.01
1985-02-24,42423,75.0,54.0,0.0
1985-02-25,42424,67.0,45.0,0.0
1985-02-26,42425,45.0,41.0,0.01
1985-02-27,42426,55.0,29.0,0.01
1985-02-28,42427,43.0,24.0,0.0
1985-03-01,42428,54.0,34.0,0.0
1985-03-02,42429,61.0,38.0,0.0
1985-03-03,42430,49.0,33.0,0.0
1985-03-04,42431,45.0,27.0,0.35
1985-03-05,42432,64.0,36.0,0.09
1985-03-06,42433,38.0,24.0,0.0
1985-03-07,42434,41.0,26.0,0.02
1985-03-08,42435,57.0,40.0,0.25
1985-03-09,42436,54.0,40.0,0.0
1985-03-10,42437,59.0,40.0,0.0
1985-03-11,42438,62.0,39.0,0.1
1985-03-12,42439,56.0,44.0,0.49
1985-03-13,42440,59.0,43.0,0.0
1985-03-14,42441,54.0,43.0,0.0
1985-03-15,42442,46.0,33.0,0.0
1985-03-16,42443,50.0,30.0,0.0
1985-03-17,42444,60.0,33.0,0.0
1985-03-18,42445,41.0,27.0,0.0
1985-03-19,42446,47.0,22.0,0.0
1985-03-20,42447,63.0,39.0,0.06
1985-03-21,42448,48.0,31.0,0.0
1985-03-22,42449,46.0,32.0,0.0
1985-03-23,42450,49.0,35.0,0.13
1985-03-24,42451,48.0,43.0,0.0
1985-03-25,42452,50.0,32.0,0.0
1985-03-26,42453,56.0,32.0,0.0
1985-03-27,42454,74.0,43.0,0.0
1985-03-28,42455,78.0,59.0,0.04
1985-03-29,42456,82.0,55.0,0.0
1985-03-30,42457,61.0,46.0,0.02
1985-03-31,42458,49.0,37.0,0.36
1985-04-01,42459,55.0,38.0,0.38
1985-04-02,42460,47.0,37.0,0.0
1985-04-03,42461,48.0,36.0,0.01
1985-04-04,42462,62.0,43.0,0.0
1985-04-05,42463,75.0,51.0,0.0
1985-04-06,42464,69.0,53.0,0.02
1985-04-07,42465,61.0,46.0,0.11
1985-04-08,42466,53.0,37.0,0.02
1985-04-09,42467,47.0,32.0,0.0
1985-04-10,42468,49.0,28.0,0.0
1985-04-11,42469,54.0,39.0,0.03
1985-04-12,42470,68.0,44.0,0.0
1985-04-13,42471,61.0,48.0,0.0
1985-04-14,42472,48.0,44.0,0.0
1985-04-15,42473,56.0,46.0,0.28
1985-04-16,42474,75.0,50.0,0.01
1985-04-17,42475,59.0,42.0,0.0
1985-04-18,42476,68.0,45.0,0.0
1985-04-19,42477,88.0,65.0,0.39
1985-04-20,42478,67.0,52.0,0.0
1985-04-21,42479,83.0,52.0,0.0
1985-04-22,42480,85.0,53.0,0.13
1985-04-23,42481,65.0,51.0,0.0
1985-04-24,42482,53.0,49.0,0.0
1985-04-25,42483,62.0,49.0,0.02
1985-04-26,42484,80.0,57.0,0.0
1985-04-27,42485,69.0,57.0,0.0
1985-04-28,42486,68.0,52.0,0.01
1985-04-29,42487,72.0,47.0,0.0
1985-04-30,42488,84.0,55.0,0.0
1985-05-01,42489,84.0,57.0,0.03
1985-05-02,42490,57.0,47.0,0.83
1985-05-03,42491,53.0,44.0,1.66
1985-05-04,42492,70.0,43.0,0.0
1985-05-05,42493,77.0,57.0,0.0
1985-05-06,42494,74.0,56.0,0.02
1985-05-07,42495,68.0,56.0,0.0
1985-05-08,42496,66.0,53.0,0.0
1985-05-09,42497,65.0,44.0,0.0
1985-05-10,42498,84.0,58.0,0.0
1985-05-11,42499,86.0,67.0,0.0
1985-05-12,42500,81.0,66.0,0.0
1985-05-13,42501,84.0,66.0,0.0
1985-05-14,42502,83.0,53.0,0.0
1985-05-15,42503,66.0,50.0,0.0
1985-05-16,42504,72.0,56.0,0.0
1985-05-17,42505,73.0,62.0,0.0
1985-05-18,42506,69.0,52.0,0.48
1985-05-19,42507,66.0,49.0,0.0
1985-05-20,42508,84.0,58.0,0.0
1985-05-21,42509,78.0,63.0,1.6
1985-05-22,42510,75.0,56.0,0.03
1985-05-23,42511,67.0,58.0,0.0
1985-05-24,42512,79.0,56.0,0.0
1985-05-25,42513,80.0,59.0,0.0
1985-05-26,42514,87.0,59.0,0.1
1985-05-27,42515,86.0,63.0,0.04
1985-05-28,42516,76.0,59.0,0.93
1985-05-29,42517,72.0,56.0,0.0
1985-05-30,42518,72.0,54.0,0.0
1985-05-31,42519,74.0,60.0,0.0
1985-06-01,42520,80.0,65.0,0.55
1985-06-02,42521,80.0,62.0,0.0
1985-06-03,42522,85.0,68.0,0.0
1985-06-04,42523,79.0,63.0,0.0
1985-06-05,42524,66.0,55.0,1.06
1985-06-06,42525,76.0,55.0,0.0
1985-06-07,42526,71.0,56.0,0.0
1985-06-08,42527,69.0,59.0,0.25
1985-06-09,42528,76.0,61.0,0.0
1985-06-10,42529,84.0,72.0,0.0
1985-06-11,42530,75.0,65.0,0.0
1985-06-12,42531,84.0,61.0,0.0
1985-06-13,42532,66.0,58.0,0.0
1985-06-14,42533,69.0,55.0,0.0
1985-06-15,42534,79.0,56.0,0.17
1985-06-16,42535,77.0,62.0,1.19
1985-06-17,42536,79.0,62.0,0.0
1985-06-18,42537,80.0,68.0,0.06
1985-06-19,42538,78.0,66.0,0.0
1985-06-20,42539,77.0,63.0,0.0
1985-06-21,42540,79.0,59.0,0.0
1985-06-22,42541,80.0,65.0,0.0
1985-06-23,42542,81.0,66.0,0.01
1985-06-24,42543,83.0,66.0,0.89
1985-06-25,42544,75.0,59.0,0.0
1985-06-26,42545,68.0,57.0,0.0
1985-06-27,42546,64.0,56.0,0.14
1985-06-28,42547,64.0,56.0,0.09
1985-06-29,42548,72.0,61.0,0.0
1985-06-30,42549,79.0,63.0,0.0
1985-07-01,42550,78.0,61.0,0.0
1985-07-02,42551,78.0,61.0,0.0
1985-07-03,42552,81.0,65.0,0.06
1985-07-04,42553,86.0,68.0,0.0
1985-07-05,42554,83.0,70.0,0.05
1985-07-06,42555,84.0,70.0,0.07
1985-07-07,42556,83.0,70.0,0.0
1985-07-08,42557,79.0,65.0,0.0
1985-07-09,42558,84.0,67.0,0.0
1985-07-10,42559,87.0,73.0,0.0
1985-07-11,42560,87.0,71.0,0.0
1985-07-12,42561,82.0,67.0,0.15
1985-07-13,42562,86.0,65.0,0.14
1985-07-14,42563,92.0,72.0,0.1
1985-07-15,42564,84.0,73.0,1.04
1985-07-16,42565,86.0,72.0,0.37
1985-07-17,42566,84.0,67.0,0.0
1985-07-18,42567,86.0,66.0,0.0
1985-07-19,42568,86.0,69.0,0.0
1985-07-20,42569,90.0,74.0,0.0
1985-07-21,42570,90.0,74.0,0.0
1985-07-22,42571,84.0,70.0,0.19
1985-07-23,42572,78.0,64.0,0.0
1985-07-24,42573,82.0,62.0,0.0
1985-07-25,42574,84.0,70.0,0.0
1985-07-26,42575,81.0,70.0,2.09
1985-07-27,42576,85.0,68.0,0.09
1985-07-28,42577,85.0,66.0,0.0
1985-07-29,42578,81.0,68.0,0.0
1985-07-30,42579,91.0,69.0,0.0
1985-07-31,42580,78.0,70.0,0.06
1985-08-01,42581,81.0,65.0,0.0
1985-08-02,42582,81.0,65.0,0.0
1985-08-03,42583,81.0,63.0,0.0
1985-08-04,42584,84.0,65.0,0.0
1985-08-05,42585,83.0,68.0,0.0
1985-08-06,42586,82.0,68.0,0.0
1985-08-07,42587,80.0,71.0,0.0
1985-08-08,42588,84.0,70.0,0.53
1985-08-09,42589,88.0,72.0,0.0
1985-08-10,42590,86.0,71.0,0.0
1985-08-11,42591,88.0,70.0,0.58
1985-08-12,42592,85.0,68.0,0.0
1985-08-13,42593,85.0,65.0,0.0
1985-08-14,42594,94.0,76.0,0.0
1985-08-15,42595,95.0,80.0,0.0
1985-08-16,42596,82.0,70.0,0.0
1985-08-17,42597,86.0,67.0,0.0
1985-08-18,42598,79.0,67.0,0.0
1985-08-19,42599,75.0,72.0,0.0
1985-08-20,42600,80.0,71.0,0.0
1985-08-21,42601,73.0,65.0,0.11
1985-08-22,42602,78.0,65.0,0.0
1985-08-23,42603,80.0,62.0,0.0
1985-08-24,42604,80.0,64.0,0.0
1985-08-25,42605,74.0,66.0,0.88
1985-08-26,42606,84.0,72.0,0.17
1985-08-27,42607,84.0,73.0,0.0
1985-08-28,42608,85.0,68.0,0.0
1985-08-29,42609,83.0,70.0,0.0
1985-08-30,42610,83.0,69.0,0.31
1985-08-31,42611,72.0,62.0,0.0
1985-09-01,42612,75.0,58.0,0.0
1985-09-02,42613,83.0,66.0,0.01
1985-09-03,42614,85.0,66.0,0.0
1985-09-04,42615,91.0,74.0,0.0
1985-09-05,42616,94.0,77.0,0.0
1985-09-06,42617,93.0,78.0,0.0
1985-09-07,42618,85.0,74.0,0.0
1985-09-08,42619,88.0,74.0,0.01
1985-09-09,42620,75.0,70.0,0.63
1985-09-10,42621,78.0,66.0,0.1
1985-09-11,42622,70.0,56.0,0.0
1985-09-12,42623,70.0,51.0,0.0
1985-09-13,42624,65.0,49.0,0.0
1985-09-14,42625,72.0,51.0,0.0
1985-09-15,42626,77.0,52.0,0.0
1985-09-16,42627,77.0,55.0,0.0
1985-09-17,42628,74.0,58.0,0.0
1985-09-18,42629,78.0,57.0,0.0
1985-09-19,42630,86.0,64.0,0.0
1985-09-20,42631,88.0,66.0,0.0
1985-09-21,42632,83.0,65.0,0.0
1985-09-22,42633,75.0,68.0,0.0
1985-09-23,42634,70.0,65.0,0.06
1985-09-24,42635,75.0,66.0,0.36
1985-09-25,42636,75.0,56.0,0.0
1985-09-26,42637,71.0,59.0,0.45
1985-09-27,42638,75.0,63.0,3.13
1985-09-28,42639,73.0,59.0,0.0
1985-09-29,42640,76.0,53.0,0.0
1985-09-30,42641,76.0,58.0,0.0
1985-10-01,42642,78.0,62.0,0.0
1985-10-02,42643,71.0,59.0,0.04
1985-10-03,42644,61.0,53.0,0.78
1985-10-04,42645,61.0,58.0,0.02
1985-10-05,42646,70.0,56.0,0.32
1985-10-06,42647,65.0,51.0,0.0
1985-10-07,42648,67.0,49.0,0.0
1985-10-08,42649,70.0,52.0,0.0
1985-10-09,42650,74.0,56.0,0.0
1985-10-10,42651,78.0,60.0,0.02
1985-10-11,42652,66.0,51.0,0.02
1985-10-12,42653,59.0,45.0,0.0
1985-10-13,42654,66.0,51.0,0.07
1985-10-14,42655,74.0,60.0,0.0
1985-10-15,42656,80.0,65.0,0.01
1985-10-16,42657,73.0,52.0,0.0
1985-10-17,42658,62.0,47.0,0.0
1985-10-18,42659,65.0,50.0,0.0
1985-10-19,42660,75.0,59.0,0.0
1985-10-20,42661,62.0,52.0,0.0
